,game_id,role,round_num,rule_idx,text,time
71,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,student,1,28,"""this one seems okay though, i'll give it a go!""",1638464282133
72,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""what kind of animal is a lozak?""",1638464286981
73,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,explorer,0,12,"""the ones without wings have orange bodies""",1638464295615
74,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,0,33,"""Ok. But more leaves and fruit. Anything else of note?""",1638464297762
75,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""Hi. It's a bird""",1638464301344
76,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,0,34,"""There was 2 random ones that I couldn't connect as to why they were zorbs.""",1638464306722
77,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,student,0,12,"""ok. lol""",1638464308107
78,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""But it has certain characteristics.""",1638464311757
79,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,explorer,0,12,"""they all look the same haha""",1638464316153
80,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,explorer,0,12,"""its really hard""",1638464321514
81,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,0,34,"""But click all with orange centre where bee collects pollen.""",1638464325115
82,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""tell me about its characteristics.""",1638464326788
83,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,0,33,"""That's it really. More colour also i'd say""",1638464331289
84,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,student,0,12,"""wow ok! I haven't seen anything yet. I'll try to remember""",1638464341106
85,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,student,0,12,"""is that all I need to know?""",1638464345986
86,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,0,33,"""Ok thanks. Shall we click continue?""",1638464353997
87,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,0,34,"""ok?""",1638464354767
88,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,0,33,"""Yes""",1638464358989
89,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,student,0,34,"""ok so a flower with an orange centre and a bee collecting pollen""",1638464362468
90,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,1,16,"""orange branches only!""",1638464368045
91,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,explorer,0,12,"""yes i think so but be warned they do all look very alike haha""",1638464377698
92,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""If it has an orange wing together with tail colours of any colour, it is a Lozak. It is also a Lozak if if has a non-orange wing but BOTH head feathers and tail feathers of the same colour - as long as they are NOT orange""",1638464380432
93,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,1,16,"""not branch""",1638464383085
94,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,1,16,"""OK!""",1638464384238
95,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""Does that make sense?""",1638464390450
96,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,student,0,12,"""guess I'm about to find out lol""",1638464397481
97,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,1,16,"""Is that all?""",1638464397752
98,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,0,34,"""no bees are on the pictures but I just mean the center of the flower is orange. The very middle circle.""",1638464398454
99,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,1,16,"""sorry the main body of the tree is orange""",1638464402317
100,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,student,0,12,"""ok i'll go check it out. THanks!""",1638464404111
101,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,1,16,"""thats all!""",1638464407074
102,9125-79b4dcf2-defd-4628-afa6-2e31dc5999bc,explorer,0,12,"""seeya""",1638464408595
103,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""yes, I think so. """,1638464417057
104,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,student,0,34,"""ok lets continue""",1638464419718
105,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,0,34,"""yep!""",1638464425697
106,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,2,48,"""i think most of the birds with orange feathers are the right ones""",1638464433609
107,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""So, if has a white wing, purple head feathers and purple tail figures, would it be a lozak?""",1638464448781
108,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,student,2,48,"""okay great. Anything else?""",1638464451804
109,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,2,26,"""Got it. Continue?""",1638464454595
110,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""yes""",1638464457040
111,6974-547e2a24-2c44-49a4-a0d3-025bef405760,explorer,0,5,"""Hello, Morseths all have 2 antennae and 8 legs. Some are all brown or all purple, some have brown purple or white heads.  Not all have antennae.  Some have purple legs, some white bodies or antennae.""",1638464466853
112,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,""":-)""",1638464468077
113,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,2,48,"""not that i could see...""",1638464468229
114,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""Correct""",1638464478412
115,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""Hello again! """,1638464484369
116,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""awesome! """,1638464486535
117,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""So a zorb is a kind of bird. """,1638464493739
118,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""And if it has an orange wing with white head feathers but no tail feathers?""",1638464509998
119,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,student,1,31,"""ok""",1638464517378
120,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""no""",1638464522916
121,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,student,1,31,"""I thought I lost you there for a minute...""",1638464527064
122,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""Yay!""",1638464527154
123,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""If it has an orange wing (this one pointy thing next to its body) that's orange, it is definitely a zorb (to be continued).""",1638464531418
124,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""I think you have it :-)""",1638464535009
125,6974-547e2a24-2c44-49a4-a0d3-025bef405760,student,0,5,"""Which ones do not have antennae?""",1638464539774
126,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,student,0,49,"""yay! do we hit continue now?""",1638464543524
127,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""Oh you didn't lose me it's just that this pattern is a bit more complicated and it took me a bit more time to get it. """,1638464549694
128,2438-ec0ee85f-c872-456b-99d4-1723e0dd5058,explorer,0,49,"""I guess so""",1638464550433
129,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""So orange wing --> Zorb""",1638464559622
130,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,3,18,"""they all seem to have purple stems""",1638464560715
131,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,student,1,31,"""yep""",1638464565004
132,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,3,18,"""that's all i could tell really""",1638464569190
133,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,student,1,31,"""go on""",1638464578222
134,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""But if it has a white wing, it is only a zorb if it has head feathers AND tail feathers that are both purple.""",1638464589431
135,6974-547e2a24-2c44-49a4-a0d3-025bef405760,explorer,0,5,"""Can't remember but maybe 50%?""",1638464596089
136,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""Yeah.""",1638464606729
137,6974-547e2a24-2c44-49a4-a0d3-025bef405760,student,0,5,"""Okay""",1638464609150
138,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""Ok this one is better!""",1638464609382
139,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,2,26,"""Hi""",1638464610925
140,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,student,1,31,"""ok is that it?""",1638464611976
141,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,explorer,1,31,"""I think so.""",1638464614387
142,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""Hi""",1638464615414
143,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""Hello. I was asked to identify morseths. """,1638464616917
144,4672-91dbae67-e729-4075-9fb6-cda256cc58fc,student,1,31,"""ok""",1638464619345
145,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,student,1,0,"""Okay you were right the last one was really hard!""",1638464621253
146,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""The morseths ALWAYS have an orange stem""",1638464626921
147,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""ok""",1638464631445
148,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""You had to select from birds""",1638464633912
149,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""Flower type creatures but an orange stem seems to be always a morseth""",1638464642651
150,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""can you describe them please""",1638464652048
151,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""Morseths seem to have long tail feathers """,1638464652997
152,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""They can have swirls or spikes or swirls and spikes in a variety of colours""",1638464659818
153,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,1,14,"""Ollers have a purple wing AND any colour hair on its head. Has to have both together.""",1638464660791
154,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""any particular colour?""",1638464670469
155,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,1,14,"""Purple wing and any colour hair on head.""",1638464671282
156,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,2,26,"""Are you there?""",1638464672024
157,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""But the stem is the give away - if it has a different colour stem, it isn't a morseth""",1638464672120
158,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,4,38,"""zorbs all have orange wings""",1638464672859
159,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,1,14,"""Ok?""",1638464673053
160,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""the particular species always had either a purple wing""",1638464674213
161,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,2,26,"""hello""",1638464675188
162,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,2,26,"""anything with spikes""",1638464682295
163,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,student,1,14,"""ok""",1638464683272
164,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,2,26,"""Anything else?""",1638464686976
165,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""No, they were all different colors. But they all had long tail feathers""",1638464687780
166,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""or they had a combination of a white wing and purple head feathers""",1638464690309
167,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,student,4,38,"""any spikes or twirls?""",1638464692538
168,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""There didn't appear to be any that had an orange stem that wasn't a morseth either""",1638464700848
169,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,student,1,14,"""continue?""",1638464701812
170,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,2,26,"""no""",1638464702470
171,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,1,14,"""Yes.""",1638464706201
172,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,2,26,"""OK, I'll try it. """,1638464707603
173,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,4,38,"""some do as well""",1638464711224
174,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""anything else distinguishing about them?""",1638464716751
175,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,student,4,38,"""so orange wings and spikes maybe?""",1638464724500
176,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,student,1,0,"""Okay that is helpful! So any orange stem is auto indicator that it is a Morseth""",1638464725973
177,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""So essentially orange stem = correct""",1638464729667
178,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,explorer,4,38,"""i'd select all the ones with orange wings""",1638464732173
179,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""Yep""",1638464732551
180,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,student,1,0,"""Okay that is great, anything else? """,1638464741030
181,5514-bb081ca4-4593-474b-84e4-cc79851c10b1,student,4,38,"""okay. i'll go with that.""",1638464742269
182,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""No, that was all I could see that was distinguishing about them""",1638464743809
183,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,1,0,"""No I think that's it """,1638464747192
184,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,1,23,"""All the same size again? Anything relevant in the position of the bird, ie flying or resting?""",1638464760717
185,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""What sort of creatures are they?""",1638464766160
186,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""All the same size and in the same position""",1638464771883
187,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""They're birds""",1638464772920
188,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,1,23,"""All the same bird then, other than the colouring?""",1638464789144
189,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""Yes""",1638464793153
190,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""did they appear large or small birds?""",1638464807488
191,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,1,23,"""OK, purple wing or white wing/purple headfeathers combination""",1638464822046
192,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""They were roughly the same size""",1638464826009
193,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""yes""",1638464826189
194,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,1,23,"""Anything else or shall we click continue?""",1638464840199
195,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,1,23,"""we can continue""",1638464844833
196,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""What else can you tell me about them?""",1638464847475
197,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,1,23,"""thanks""",1638464850597
198,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""Some have mohawks but that doesn't seem to be a determining factor in whether or not they're morseths""",1638464875570
199,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,3,6,"""white purple or orange long wings""",1638464903546
200,7265-de683552-bac6-45cb-8884-c2904b92ca54,explorer,3,6,"""only""",1638464908061
201,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,3,6,"""OK""",1638464909109
202,7265-de683552-bac6-45cb-8884-c2904b92ca54,student,3,6,"""Thanks!""",1638464911549
203,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""Was there anything that stood out about their beaks, claws, wings etc""",1638464926569
204,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,2,10,"""That was better! :-)""",1638464930449
205,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,2,10,"""Right...""",1638464932650
206,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""This time the bug thing has an orange head.""",1638464940141
207,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,student,2,10,"""Yes that time was much easier to decipher!""",1638464952052
208,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,2,10,"""The oller species are a type of fish - the correct ones ALWAYS have an orange body and purple stripes on their bodies""",1638464956836
209,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""No, they all had the same eyes, beaks, wings. The only thing that was different was the length of their tail feathers""",1638464964537
210,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""Doesn't matter about antenna or anything else on body.""",1638464967914
211,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""As long as head beneath eyes is orange.""",1638464980261
212,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,2,10,"""They can have whiskers or a spike sort of thing or both in the mouth - you can ignore that and also the colour of the fin on the top also doesn't matter""",1638464992042
213,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""orange head only. """,1638465000146
214,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,explorer,2,10,"""The indicator is the orange body and purple stripes""",1638465003837
215,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,student,2,4,"""ok orange head under eyes""",1638465013822
216,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""so they looked like any other bird, the only distinction being long tail feathers??""",1638465014208
217,0196-07e1f9a5-341c-4d9c-b863-b2c450ad6313,student,2,10,"""Orange body and purple stripes, got it!""",1638465018642
218,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""don't look at antenna that can be any colour.""",1638465019988
219,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""just orange head.""",1638465025735
220,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""yes.""",1638465027827
221,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,student,2,4,"""ok lets go""",1638465040805
222,3599-50b880e8-61c2-4fe6-ad9a-feedae558c8c,explorer,2,4,"""yes.""",1638465043943
223,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,explorer,0,6,"""yes""",1638465049734
224,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,2,3,"""they were all fish with varying looks""",1638465071409
225,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,2,3,"""but the only thing that seperated them was 3 long whiskers on their face""",1638465088025
226,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""Ok, is there anything else that you think might hlp me identify them?""",1638465100971
227,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,2,3,"""nothing else seemed to matter""",1638465105283
228,1907-3fe920b9-b2fb-40c8-9086-21ba0379ef26,student,0,6,"""*help""",1638465114585
229,7111-bc378748-4c72-449d-924b-df4dce9057b1,student,2,3,"""So we should select all the ones with 3 long facial whiskers?""",1638465130489
230,7111-bc378748-4c72-449d-924b-df4dce9057b1,explorer,2,3,"""yes""",1638465133880
